source,target
Can you give me your phone number?,你能给我你的电话号码吗
"""If you do not have this program, you can download it now.""",假如你没有这个程序
I know your brother very well.,我和你哥哥很熟
He occasionally reads detective novels.,他偶尔会阅读一些侦探小说
Give me the book back once you've finished reading it.,在你读完后
Tom is a Boston native.,汤姆是波士顿本地人
I'm not married.,我单身
Blow out all the candles on the birthday cake at once.,一口气吹灭生日蛋糕上所有的蜡烛
You'd better hurry.,你最好快点
His comments about the book were favorable.,他给这本书正面的评价
The youngest daughter is exceptionally beautiful.,么女长得特别漂亮
He was the first to come.,他是第一个来的
That car is quite new.,那辆车十分新
I arrived two weeks ago.,我在两周前到了
You're just a coward.,你就是胆小鬼
How did you feel about that?,关于那件事你之前怎么想的
They waited for their teacher.,他们等待著他们的老师
Tom certainly has a tough job.,汤姆确实有个麻烦的工作
His explanation is not clear.,他的说明并不清楚
Tom is not an idiot.,汤姆不是傻瓜
Turn on the computer.,打开电脑
The end does not always justify the means.,为了正当目的并非总是可以不择手段
Do you think the weather will be fine tomorrow?,你觉得明天天气会变好吗
Tom has been lying all along.,汤姆一直在说谎
Tom didn't have enough money to pay the rent.,汤姆没有足够的钱付租金
He loved to laugh and enjoy life.,他爱笑以及享受生活
They spoke to me.,他们对我说话了
She's younger than him.,她比他年轻
Let's see what's in the box.,看看我会在盒子里找到什么
I think Tom is talented.,我认为汤姆有才能
"""It was a very, very hot night.""",那真是很热
Tom is delighted.,汤姆兴奋不已
Are you going to be there?,你会在那里吗
Fish and red wine don't go together.,鱼和红酒不合
He was afraid of being laughed at.,他怕被嘲笑
I can't get over my cold.,我的感冒怎么也不好
She greeted him waving her hand.,她挥著手向他打招呼
The doctor cured her of her disease.,医生治好了她的病
He came to see you yesterday.,他昨天来看你
I met him on my way home.,我在回家的路上遇见了他
My father took out his wallet and gave me ten dollars.,我爸爸拿出他的钱包
There is no film in this camera.,这个相机里没有胶片
I was terribly confused by his question.,我对他的问题感到非常迷惑
Pick up the phone.,接电话
I can't study with you watching me.,你盯著我看使我无法读书
It's no use arguing with him.,跟他吵没用
It may occur at any moment.,它随时有可能发生
I play tennis an hour a day.,我每天打一小时网球
The traffic light turned green.,红绿灯变成绿色了
"""Wherever you go, I'll follow.""",无论你去哪里我都会跟著你
I have to speak with you immediately.,我必须马上和你说话
She doesn't have a driver's license.,她没有驾照
I share a bedroom with my sister.,我跟我姐姐共用同一间卧房
You're too suspicious about everything.,你对什么都太怀疑了
Let me have a look at your notebook.,请给我看一下你的笔记本电脑
I haven't yet watched that video.,我还没看过那段视频
It's time to hit the sack.,睡觉时间到了
It seems that no one knew the truth.,貌似没有人知道真相
I haven't finished my homework yet.,我还没有完成我的作业
"""Abraham Lincoln, the 16th president of the United States, was born in a log cabin in Kentucky.""",伯拉罕
I saw him swim across the river.,我看见他游过了河
I think you'll have very little difficulty in getting a driver's license.,我想你要拿到驾照根本不难
Tom studies hard.,汤姆努力学习
There won't be a next time.,不会再有下次了
Is there anything I must do?,有什么事是我该做的吗
Tom gritted his teeth.,汤姆咬紧牙关
Are you nuts?,你不要命啦
He presented her with a doll.,他送她一个洋娃娃
Rain prevented us from taking a walk.,雨让我们没有办法去散步
She makes all her own clothes.,她的衣服全部都是她自己做的
You may have been the last person to see Tom.,你可能是最后一个见汤姆的人
He will play baseball tomorrow.,他明天将打棒球
He likes to travel alone.,他喜欢独自旅行
When are you going home?,你什么时候回家
Could I get some tea?,可以给我一些茶水吗
I lost three kilograms.,我瘦了三公斤
Tom waited outside.,汤姆在外面等
Why don't I call you?,我为什么不给你打电话
There's no doubt about it.,关于此事毫无疑问
I don't want to get a suntan.,我不想晒黑
My mother is quite angry.,我母亲十分生气
They fought for the sake of their country.,他们为祖国而战斗
That's exactly what he said.,这就是他所说的
It stopped snowing an hour ago.,一个小时前雪停了
Tom gave us nothing.,汤姆什么也没给我们
She finished her work an hour in advance.,她提前一小时完成了工作
Would you lend me your pencil?,你可以借我你的铅笔吗
He is lacking in experience.,他缺乏经验
Did I say something I shouldn't have?,我说了什么我不应该说的吗
I'm exhausted.,困死了
We have no idea what to do.,我们不知道要做甚么
I know that you hired Tom.,我知道你雇了汤姆
Tom wanted to be a better teacher.,汤姆想做个更好的教师
He could not breathe deeply.,他无法深呼吸
What do you want to tell me?,你想对我说什么
Have you seen my father?,你看到我父亲了吗
He is not as intelligent as his older brother.,他不像他的兄长那样聪明
How long are you planning to stay?,你准备待多久
We ran down the hill.,我们跑下山
I left it on the table.,我把它留在桌上了
Tom is your age.,汤姆与你年龄相仿
I want to buy something to eat.,我想买点东西吃
Wait until the light changes to green.,等到灯变为绿色
These ruins are ancient.,这些废墟年代久远
I'm freezing.,我冻死了
Tom abandoned hope.,汤姆放弃了希望
May I see your passport?,我可以看看你的护照吗
Get dressed.,你穿点东西
Please have a drink.,喝点儿什么
Do you mind if I open the window?,你介意我开窗吗
Get me the newspaper.,去拿一下报纸
My eyes are watering.,我在流眼泪
Keep Tom safe.,确保汤姆安全
It seems to me that she is a little selfish.,我觉得她有点自私
"""He failed the exam, but he doesn't care too much.""",他考试失败了
We're having dinner.,我们在吃晚餐
You may go anywhere.,您可以随便去哪儿
How much does a kilo of bananas cost?,一公斤香蕉多少钱
Do you study every day?,你每天都学习吗
Let's eat out tonight.,我们今晚在外面吃饭吧
What should I look for?,我应该寻找什么
I'm not talking to you. I'm talking to the monkey.,我不是在跟你说话
I really do want that.,我真的很想要它
I miss him.,我想念他
Tell me what you want.,告诉我你要什么
The rumor isn't true.,传闻不是正确的
Where is the coffee shop?,这家咖啡馆在哪里
We all have secrets.,我们都有秘密
I ran a race with him.,我和他比赛跑步
The company cancelled the meeting.,公司取消了会议
He has made the baseball team.,他已经成为了棒球队员
I will make you happy.,我会让你幸福的
Did you watch TV tonight?,你今晚看电视了吗
She insisted that it was my fault.,她坚持认为那是我的错
He doesn't eat raw fish.,他不吃生鱼
There is no point in pretending to be sick.,装病是没用的
What did Tom expect Mary to do?,汤姆打算让玛丽做什么
You must control yourself.,你必须控制自己
Tom speaks French a little.,汤姆会说一点法语
I gave Mary a book.,我给了玛丽一本书
I can't sleep well.,我睡不好
I met him at Tokyo Station.,我去东京站见他
We've done everything possible.,我们尽力了
We ought to obey the law.,我们必须遵纪守法
I was out of town on vacation.,我出城度假了
I bought this yesterday.,昨天我买了这个
The car isn't worth repairing.,这车不值得修了
This is a bird sanctuary.,这是鸟类庇护所
She asked me where I was going.,她问了我要去哪里
Tom knows him.,汤姆认识他
Didn't I tell you so?,我不是告诉过你了吗
What's wrong with you?,你到底怎么回事嘛
Thank you for agreeing to meet with us.,谢谢你答应来见我
Tom asked a few questions.,汤姆问了几个问题
He came from a tiny mountain town.,他来自一个小山城
What's your favorite small town in Australia?,你最喜欢的澳大利亚的小镇是哪里呀
We have to come to some agreement.,我们要达成一些协定
Tom has blue eyes.,汤姆的眼睛是蓝色的
Tom didn't try to hide the truth.,汤姆并没有试著要隐瞒实情
You're not even paying attention.,你根本没有注意
"""Judging from the look of the sky, it may rain this afternoon.""",从天色上判断
They made him sign the contract.,他们让他签约了
Tell me more about Tom.,告诉我汤姆的情况
Did you brush your teeth?,你刷过牙没有
Be careful not to catch a cold.,小心不要感冒了
Have you checked our supplies recently?,你最近检查我们的补给了吗
Every one of his songs was a hit.,他的每首歌都长期备受欢迎
